🇨🇳央视频道🇨🇳,#genre#
CCTV5超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv5hd265/51/20191230/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699004&netType=4&sid=5500516171&pid=2028597139&timestamp=20260418121359&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=36.137.125.227&SecurityKey=20260418121359&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=27a2490cdc9219ab2abd2eff0e3b30a0&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776485634600&prlId=4f89b0f1d885527a227fd4a636419cfe1776485634675&jid=4f89b0f1d885527a227fd4a636419cfe1776485633393V&is_advertise=0&sjid=subsession_1776485636666&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=8d70126388aca69599d5a4f8665d631c
CCTV5+,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv5plusnew/600/index.m3u8?msisdn=2026041812020431c29502d4cf45e081668e05f0735292&mdspid=&spid=699004&netType=0&sid=5500516288&pid=2028597139&timestamp=20260418120204&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=171.8.79.254&SecurityKey=20260418120204&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=495d51c03755f1b67779ee36e49050b9
CCTV5+超清,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv5plusnew/1200/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699004&netType=4&sid=5500516288&pid=2028597139&timestamp=20260418121004&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=118.123.1.252&SecurityKey=20260418121004&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=59f033a9ac96882f63385b5923380193&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776485399178&prlId=4f89b0f1d885527a227fd4a636419cfe1776485399191&jid=4f89b0f1d885527a227fd4a636419cfe1776485398039V&is_advertise=0&sjid=subsession_1776485553218&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=f414c68f0a22f6a2d291ea96a84fbf61
CCTV6,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv6hd/1000/index.m3u8?msisdn=20260418120204008debcd72d340978328a381a9204e94&mdspid=&spid=699004&netType=0&sid=5500212872&pid=2028597139&timestamp=20260418120204&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=171.8.79.254&SecurityKey=20260418120204&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=edc1b9d5e0a160a9ed038b9517a94ecc
CCTV6超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv6hd265/54/20200407/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699004&netType=4&sid=5500212872&pid=2028597139&timestamp=20260418115550&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=36.137.9.232&SecurityKey=20260418115550&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=6b07b78e3dc63c99be771caec7090985&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776484545630&prlId=4f89b0f1d885527a227fd4a636419cfe1776484545727&jid=4f89b0f1d885527a227fd4a636419cfe1776484542665V&is_advertise=0&sjid=subsession_1776484656665&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=19619019d0a2d21df39188aa4ac3fd38
CCTV7,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv7hd/50/index.m3u8?msisdn=2026041812020490ea415ed8254c13adda866d65e0458f&mdspid=&spid=699004&netType=0&sid=5501083622&pid=2028597139&timestamp=20260418120204&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=171.8.79.254&SecurityKey=20260418120204&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=553a2d03ea44a0b24cd9a9ccf0ba922c
CCTV7超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv7hd/51/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699004&netType=4&sid=5501083622&pid=2028597139&timestamp=20260418115136&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=36.134.194.191&SecurityKey=20260418115136&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=c016c8b42a813da1e43f4611f575d09e&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776484291000&prlId=4f89b0f1d885527a227fd4a636419cfe1776484291009&jid=4f89b0f1d885527a227fd4a636419cfe1776484288859V&is_advertise=0&sjid=subsession_1776484447588&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=a9273f90d02da5796aa18611d95b345b
CCTV8,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv8hd/1000/index.m3u8?msisdn=202604181202048ff65b65dbac4ae19e884dddef54d1a8&mdspid=&spid=699004&netType=0&sid=5500212868&pid=2028597139&timestamp=20260418120204&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=171.8.79.254&SecurityKey=20260418120204&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=abb61ccbb00b3496c9a22694c442c631
CCTV8超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv8hd265/54/20200407/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699004&netType=4&sid=5500212868&pid=2028597139&timestamp=20260418112144&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=62487835620260418018&ParentNodeID=-99&assertID=5500212868&client_ip=116.130.185.15&SecurityKey=20260418112144&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=bfcc99566eecde74946e087e45afc92b&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776482499444&prlId=4f89b0f1d885527a227fd4a636419cfe1776482499461&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=4b8e6b5c932b2fc054176741115f9497&jid=4f89b0f1d885527a227fd4a636419cfe1776482727739V&sjid=subsession_1776482727842
CCTV9,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv9hd/50/index.m3u8?msisdn=20260418120204e11f0cc44da1490089d7864d8f1adc4f&mdspid=&spid=699004&netType=0&sid=5501083624&pid=2028597139&timestamp=20260418120204&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=171.8.79.254&SecurityKey=20260418120204&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=dbb64e4f59d5f59a3e2782e794dbef90
CCTV9超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv9hd/51/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699004&netType=4&sid=5501083624&pid=2028597139&timestamp=20260418114626&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=36.137.8.251&SecurityKey=20260418114626&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=1bc3e34bbe78db646c30c2f5add058ad&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776483980786&prlId=4f89b0f1d885527a227fd4a636419cfe1776483980833&jid=4f89b0f1d885527a227fd4a636419cfe1776483978786V&is_advertise=0&sjid=subsession_1776484103811&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=5601760ca92ab1f70f773b9163d7ab22
CCTV10,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv10hd/1000/index.m3u8?msisdn=2026041812020432e668ed2d274f3a86bb825fa15b0601&mdspid=&spid=699004&netType=0&sid=5500212874&pid=2028597139&timestamp=20260418120204&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=171.8.79.254&SecurityKey=20260418120204&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=58ae67ed097ca23ef1d0526e6311e6cd
CCTV10超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv10hd265/54/20200407/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699004&netType=4&sid=5500212874&pid=2028597139&timestamp=20260418114543&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=36.133.204.121&SecurityKey=20260418114543&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=502ba13cb54780ea6ec54cd5072100ec&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776483938637&prlId=4f89b0f1d885527a227fd4a636419cfe1776483938841&jid=4f89b0f1d885527a227fd4a636419cfe1776483937063V&is_advertise=0&sjid=subsession_1776483940315&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=38e77d0da2cc0889d211037b330ba319
CCTV11,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv11hd/50/20200103/index.m3u8?msisdn=2026041812020504f4996c950f4d1b8f29caa845a3f6e6&mdspid=&spid=699004&netType=0&sid=5500988610&pid=2028597139&timestamp=20260418120205&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=171.8.79.254&SecurityKey=20260418120205&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=0b6ca997a5e988fa80896eca91f66786
CCTV11超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv11hd265/54/20200407/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699004&netType=4&sid=5500988610&pid=2028597139&timestamp=20260418114444&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=125.39.93.25&SecurityKey=20260418114444&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=e8fd89d1adc60e4152c47a433c17ec3c&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776483878980&prlId=4f89b0f1d885527a227fd4a636419cfe1776483879339&jid=4f89b0f1d885527a227fd4a636419cfe1776483877123V&is_advertise=0&sjid=subsession_1776483880376&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=aad7d91ed5dad315a73a3d999a1d0e32
CCTV12,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv12hd/50/index.m3u8?msisdn=20260418120205aeda8cc0c5cf4cd2a7bf77c5ce12215e&mdspid=&spid=699004&netType=0&sid=5501083627&pid=2028597139&timestamp=20260418120205&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=171.8.79.254&SecurityKey=20260418120205&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a1a9f9464c8789db2cfb07e8f70af2de
CCTV12超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv12hd/51/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699004&netType=4&sid=5501083627&pid=2028597139&timestamp=20260418114356&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=125.39.93.127&SecurityKey=20260418114356&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=fba7a6e7247d37e9cdd9cfe2c881ce99&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776483831449&prlId=4f89b0f1d885527a227fd4a636419cfe1776483831619&jid=4f89b0f1d885527a227fd4a636419cfe1776483829388V&is_advertise=0&sjid=subsession_1776483833908&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=7b98355b4a233af4540cb991a38609b7
CCTV13,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/cctv13/1000/index.m3u8?msisdn=202604181202059a5ef141f4a54d1bbf49eff80487e594&mdspid=&spid=699004&netType=0&sid=2202208864&pid=2028597139&timestamp=20260418120205&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=171.8.79.254&SecurityKey=20260418120205&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d6b30be8642bff9af32db29abf3c3312
CCTV13超清,http://hlsztemgsplive.miguvideo.com:8080/envivo_x/2018/SD/cctv13/2000/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699004&netType=4&sid=2202208864&pid=2028597139&timestamp=20260418114209&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=125.39.93.161&SecurityKey=20260418114209&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=6470c247f531afd63535e98a385653f3&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776483724208&prlId=4f89b0f1d885527a227fd4a636419cfe1776483724431&jid=4f89b0f1d885527a227fd4a636419cfe1776483722321V&is_advertise=0&sjid=subsession_1776483778365&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=782ccc32b75f3c3f4df0e73c8bb26a4d
CCTV14,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv14hd/1000/index.m3u8?msisdn=20260418120205fbcee76a3c32476dae63e3143f032fd2&mdspid=&spid=699004&netType=0&sid=5500212875&pid=2028597139&timestamp=20260418120205&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=171.8.79.254&SecurityKey=20260418120205&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=9a452c0f958d92290d1a39f6429ff132
CCTV14超清,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv14hd265/54/20200407/01.m3u8?msisdn=4f89b0f1d885527a227fd4a636419cfe&mdspid=&spid=699004&netType=4&sid=5500212875&pid=2028597139&timestamp=20260418113915&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=125.39.93.101&SecurityKey=20260418113915&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=2a26bc167cb9334912b2855b954d2fe2&sv=10004&ct=android&playUrlSsn=4f89b0f1d885527a227fd4a636419cfe1776483550287&prlId=4f89b0f1d885527a227fd4a636419cfe1776483550332&jid=4f89b0f1d885527a227fd4a636419cfe1776483548707V&is_advertise=0&sjid=subsession_1776483688274&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=f00fb14854db5ba642aeb116ca440d58
CCTV15,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/20200324/cctv15hd/50/index.m3u8?msisdn=20260418120205ad48caf4d01f4f948cc3a784af055153&mdspid=&spid=699004&netType=0&sid=5501083628&pid=2028597139&timestamp=20260418120205&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=171.8.79.254&SecurityKey=20260418120205&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=WX-A1-9.3.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=93c79fb51c280fb99e19a26b87b5408e
