更新日期,#genre#
广东珠江,http://r.jdshipin.com/sE5vO$IPV4•线路27
广东珠江,https://smt.858.qzz.io/Smart.php?id=zhujiang$IPV4•线路28
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8$IPV4•线路29
广东珠江,http://cdn2.132.us.kg/live/gdzj/stream.m3u8$IPV4•线路30
广东珠江,http://gmxw.7766.org:808/hls/83/index.m3u8$IPV4•线路31
广东珠江,http://183.11.239.36:808/hls/83/index.m3u8$IPV4•线路32
广东珠江,http://lu.wqwqwq.sbs/itv/2000000003000000033.m3u8?cdn=hnbblive$IPV4•线路33
广东珠江,http://171.38.107.33:8282/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路34
广东珠江,http://www.3344.uk:8888/rtp/239.77.0.1:5146$IPV4•线路35
广东珠江,http://115.29.208.41:34567/gd.php?id=44$IPV4•线路36
广东珠江,http://115.29.208.41:34567/gd.php?id=1183$IPV4•线路37
广东珠江,http://cdn2.veryfast.filegear-sg.me/live/gdzj/stream.m3u8$IPV4•线路38
广东珠江,p3p://focus169.org:38902/6799835900013ee889a12e634f961767$IPV4•线路39
广东珠江,http://tvtj1.jxwltx.com:8003/live2897.m3u8$IPV4•线路40
广东珠江,http://www.3344.uk:8888/rtp/239.77.0.3:5146$IPV4•线路41
广东珠江,http://www.3344.uk:8888/rtp/239.77.1.94:5146$IPV4•线路42
广州影视频道,http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8$IPV4•线路1
广州影视频道,http://php.jdshipin.com:8880/gztv.php?id=yingshi$IPV4•线路2
广州影视频道,http://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=1bd3a1082ab5b89f48c1bff9a3760da4&txTime=18d57929bd4$IPV4•线路3
广州电视台法治频道,http://tencentplaygzrb01.gztv.com/live/fazhi.m3u8$IPV4•线路1
广州电视台法治频道,http://php.jdshipin.com:8880/gztv.php?id=fazhi$IPV4•线路2
广州电视台法治频道,http://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=3e84cd8eba844b5dc2150612295c7a52&txTime=18d578f4493$IPV4•线路3
广州南国都市频道,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8$IPV4
4K南国都市频道,rtmp://livein.gstv.com.cn/49048r/4o7e76$IPV4•线路1
4K南国都市频道,https://xatv-yt.xiancity.cn/live/2/index.m3u8$IPV4•线路2
广州竞赛频道,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8$IPV4•线路1
广州竞赛频道,http://php.jdshipin.com:8880/gztv.php?id=jingsai$IPV4•线路2
广东体育,http://107.150.60.122/live/gdty.m3u8$IPV4•线路1
广东体育,http://cdn2.163189.xyz/163189/gdty$IPV4•线路2
广东体育,http://iptv.4666888.xyz/iptv2A.php?id=20$IPV4•线路3
广东体育,http://67.220.71.199:2347/livehttpplay?channel_id=12028$IPV4•线路4
广东体育,http://67.220.71.199:2347/livehttpplay?channel_id=20130$IPV4•线路5
广东体育,http://67.220.71.199:2347/livehttpplay?channel_id=30031$IPV4•线路6
广东体育,http://119.123.77.106:8086/hls/42/index.m3u8$IPV4•线路7
广东体育,http://119.123.76.242:8086/hls/42/index.m3u8$IPV4•线路8
广东体育,http://119.123.77.33:8086/hls/42/index.m3u8$IPV4•线路9
广东体育,http://119.123.78.182:8086/hls/42/index.m3u8$IPV4•线路10
广东体育,http://119.123.79.102:8086/hls/42/index.m3u8$IPV4•线路11
广东体育,http://119.123.79.244:8086/hls/42/index.m3u8$IPV4•线路12
广东体育,http://119.123.176.46:8086/hls/42/index.m3u8$IPV4•线路13
广东体育,http://119.123.179.177:8086/hls/42/index.m3u8$IPV4•线路14
广东体育,http://119.123.176.16:8086/hls/42/index.m3u8$IPV4•线路15
广东体育,http://119.123.176.249:8086/hls/42/index.m3u8$IPV4•线路16
广东体育,http://119.123.177.183:8086/hls/42/index.m3u8$IPV4•线路17
广东体育,http://119.123.179.158:8086/hls/42/index.m3u8$IPV4•线路18
广东体育,http://go.bkpcp.top/mg/gdty$IPV4•线路19
广东体育,http://14.152.102.71:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路20
广东体育,http://111.221.137.234:44330/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路21
广东体育,http://120.87.19.109:80/PLTV/88888973/224/3221225721/10000100000000060000000000334146_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xJx/1lwI5iQC4uuQk2HHHwQWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601$IPV4•线路22
广东体育,http://m.061899.xyz/mg/gdty$IPV4•线路23
广东体育,http://38.75.136.137:98/gslb/dsdqpub/gdty.m3u8?auth=testpub$IPV4•线路24
广东体育,http://192.151.150.154/live/gdty.m3u8$IPV4•线路25
广东体育,http://198.204.228.26/live/gdty.m3u8$IPV4•线路26
广东体育,http://r.jdshipin.com/LiYdg$IPV4•线路27
广东体育,http://74.91.26.218:82/live/gdty.m3u8$IPV4•线路28
广东体育,http://183.57.249.188:8183/tsfile/live/1000_1.m3u8$IPV4•线路29
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8$IPV4•线路30
广东体育,http://cdn2.132.us.kg/live/gdty/stream.m3u8$IPV4•线路31
广东体育,https://epg.pw/stream/7b470f9fc5c305db0c8622117b7b25ca00eb35ba3e93e865cf0ff9df5c736681.m3u8$IPV4•线路32
广东体育,http://183.11.239.36:808/hls/2/index.m3u8$IPV4•线路33
广东体育,http://171.38.107.33:8282/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路34
广东体育,http://rihou.cc:555/tv/[At|]广东体育$IPV4•线路35
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty$IPV4•线路36
广东体育,$IPV4•线路37
广东体育,http://115.29.208.41:34567/gd.php?id=47$IPV4•线路38
广东体育,http://115.29.208.41:34567/gd.php?id=1184$IPV4•线路39
广东体育,http://cdn2.veryfast.filegear-sg.me/live/gdty/stream.m3u8$IPV4•线路40
广东体育,http://tvtj1.jxwltx.com:8003/live2915.m3u8$IPV4•线路41
广东体育,http://www.3344.uk:8888/rtp/239.77.0.6:5146$IPV4•线路42
广东民生,http://119.123.77.106:8086/hls/39/index.m3u8$IPV4•线路1
广东民生,http://119.123.76.242:8086/hls/39/index.m3u8$IPV4•线路2
广东民生,http://119.123.77.33:8086/hls/39/index.m3u8$IPV4•线路3
广东民生,http://119.123.78.182:8086/hls/39/index.m3u8$IPV4•线路4
广东民生,http://119.123.79.102:8086/hls/39/index.m3u8$IPV4•线路5
广东民生,http://119.123.79.244:8086/hls/39/index.m3u8$IPV4•线路6
广东民生,http://119.123.176.46:8086/hls/39/index.m3u8$IPV4•线路7
广东民生,http://119.123.179.177:8086/hls/39/index.m3u8$IPV4•线路8
广东民生,http://119.123.176.16:8086/hls/39/index.m3u8$IPV4•线路9
广东民生,http://119.123.176.249:8086/hls/39/index.m3u8$IPV4•线路10
广东民生,http://119.123.177.183:8086/hls/39/index.m3u8$IPV4•线路11
广东民生,http://119.123.179.158:8086/hls/39/index.m3u8$IPV4•线路12
广东民生,http://go.bkpcp.top/mg/gdms$IPV4•线路13
广东民生,http://120.87.19.109:80/PLTV/88888973/224/3221225720/10000100000000060000000000334144_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3x4W8LfloN3W92DrvXeW/EDwWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601$IPV4•线路14
广东民生,http://m.061899.xyz/mg/gdms$IPV4•线路15
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgga.m3u8?auth=testpub$IPV4•线路16
广东民生,http://119.32.12.17:2901/udp/224.1.100.4:11111$IPV4•线路17
广东民生,http://183.11.239.36:808/hls/18/index.m3u8$IPV4•线路18
广东民生,http://115.29.208.41:34567/gd.php?id=48$IPV4•线路19
广东民生,http://115.29.208.41:34567/gd.php?id=1185$IPV4•线路20
广东民生,http://tvtj1.jxwltx.com:8003/dfws.m3u8$IPV4•线路21
广东民生,http://www.3344.uk:8888/rtp/239.77.0.5:5146$IPV4•线路22
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgg.m3u8?auth=testpub$IPV4•线路23
广东综艺,p3p://focus169.org:38902/642610b9000df973ee0ad7f9779b6483$IPV4
广东影视,http://119.123.77.106:8086/hls/46/index.m3u8$IPV4•线路1
广东影视,http://119.123.76.242:8086/hls/46/index.m3u8$IPV4•线路2
广东影视,http://119.123.77.33:8086/hls/46/index.m3u8$IPV4•线路3
广东影视,http://119.123.78.182:8086/hls/46/index.m3u8$IPV4•线路4
广东影视,http://119.123.79.102:8086/hls/46/index.m3u8$IPV4•线路5
广东影视,http://119.123.79.244:8086/hls/46/index.m3u8$IPV4•线路6
广东影视,http://119.123.176.46:8086/hls/46/index.m3u8$IPV4•线路7
广东影视,http://119.123.179.177:8086/hls/46/index.m3u8$IPV4•线路8
广东影视,http://119.123.176.16:8086/hls/46/index.m3u8$IPV4•线路9
广东影视,http://119.123.176.249:8086/hls/46/index.m3u8$IPV4•线路10
广东影视,http://119.123.177.183:8086/hls/46/index.m3u8$IPV4•线路11
广东影视,http://119.123.179.158:8086/hls/46/index.m3u8$IPV4•线路12
广东影视,http://220.231.188.194:8088/hls/32/index.m3u8$IPV4•线路13
广东影视,http://go.bkpcp.top/mg/gdys$IPV4•线路14
广东影视,http://120.87.19.109:80/PLTV/88888973/224/3221225726/10000100000000060000000000334170_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3x9PptoWdtySh7Tt1DQw3DGgWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601$IPV4•线路15
广东影视,http://k.061899.xyz/k.php?id=gdys$IPV4•线路16
广东影视,http://183.57.249.188:8183/tsfile/live/1004_1.m3u8$IPV4•线路17
广东影视,http://119.32.12.17:2901/udp/224.1.100.11:11111$IPV4•线路18
广东影视,http://115.29.208.41:34567/gd.php?id=53$IPV4•线路19
广东影视,http://115.29.208.41:34567/gd.php?id=1199$IPV4•线路20
广东影视,http://tvtj1.jxwltx.com:8003/live1762.m3u8$IPV4•线路21
广东影视,http://www.3344.uk:8888/rtp/239.77.0.11:5146$IPV4•线路22
广东影视,https://hlsbkmgsplive.miguvideo.com/wd_r1/2018/nfmedia/nfys/1000/01.m3u8?&HlsSubType=&encrypt=$IPV4•线路23
经济科教,http://tvtj1.jxwltx.com:8003/live3001.m3u8$IPV4•线路1
经济科教,http://www.3344.uk:8888/rtp/239.77.0.8:5146$IPV4•线路2
岭南戏曲,http://120.87.19.109:80/PLTV/88888973/224/3221225731/10000100000000060000000000334250_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xmmeDWF2PSMyW4YiHUTcbqwWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601$IPV4•线路1
岭南戏曲,http://38.75.136.137:98/gslb/dsdqpub/gdlnxq.m3u8?auth=testpub$IPV4•线路2
岭南戏曲,http://115.29.208.41:34567/gd.php?id=15$IPV4•线路3
岭南戏曲,http://115.29.208.41:34567/gd.php?id=2510$IPV4•线路4
岭南戏曲,http://www.3344.uk:8888/rtp/239.77.0.16:5146$IPV4•线路5
岭南戏曲,http://gs.jianghua.fun:7088/udp/239.77.0.122:5146$IPV4•线路6
现代教育,http://120.87.19.109:80/PLTV/88888973/224/3221225733/10000100000000060000000000334513_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xYBA53ZUw8cnNtR6tkC1LvwWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601$IPV4•线路1
现代教育,http://115.29.208.41:34567/gd.php?id=111$IPV4•线路2
现代教育,http://115.29.208.41:34567/gd.php?id=2436$IPV4•线路3
现代教育,http://www.3344.uk:8888/rtp/239.77.0.18:5146$IPV4•线路4
大湾区卫视,http://107.150.60.122/live/nfws.m3u8$IPV4•线路1
大湾区卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000002000011619&livemode=1&stbId=yu&mode=1&$IPV4•线路2
大湾区卫视,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=ystenlive&Contentid=1000000002000011619&livemode=1&stbId=toShengfen&mode=1&$IPV4•线路3
大湾区卫视,http://119.123.77.106:8086/hls/29/index.m3u8$IPV4•线路4
大湾区卫视,http://119.123.76.242:8086/hls/29/index.m3u8$IPV4•线路5
大湾区卫视,http://119.123.77.33:8086/hls/29/index.m3u8$IPV4•线路6
大湾区卫视,http://119.123.78.182:8086/hls/29/index.m3u8$IPV4•线路7
大湾区卫视,http://119.123.79.102:8086/hls/29/index.m3u8$IPV4•线路8
大湾区卫视,http://119.123.79.244:8086/hls/29/index.m3u8$IPV4•线路9
大湾区卫视,http://119.123.176.46:8086/hls/29/index.m3u8$IPV4•线路10
大湾区卫视,http://119.123.179.177:8086/hls/29/index.m3u8$IPV4•线路11
大湾区卫视,http://119.123.176.16:8086/hls/29/index.m3u8$IPV4•线路12
大湾区卫视,http://119.123.176.249:8086/hls/29/index.m3u8$IPV4•线路13
大湾区卫视,http://119.123.177.183:8086/hls/29/index.m3u8$IPV4•线路14
大湾区卫视,http://119.123.179.158:8086/hls/29/index.m3u8$IPV4•线路15
大湾区卫视,http://220.231.188.194:8088/hls/31/index.m3u8$IPV4•线路16
大湾区卫视,http://8.138.7.223/tv/dwq.m3u8$IPV4•线路17
大湾区卫视,http://go.bkpcp.top/mg/dwqws$IPV4•线路18
大湾区卫视,http://120.87.19.109:80/PLTV/88888973/224/3221225724/10000100000000060000000000334167_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xKE/QJmC5tLTx8nicRIKEGgWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601$IPV4•线路19
大湾区卫视,http://k.061899.xyz/k.php?id=dwqws$IPV4•线路20
大湾区卫视,http://t.061899.xyz/tl/tl.php?id=dwqws$IPV4•线路21
大湾区卫视,http://117.72.203.216:3000/608917627$IPV4•线路22
大湾区卫视,http://119.29.13.205:1234/608917627$IPV4•线路23
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub$IPV4•线路24
大湾区卫视,http://192.151.150.154/live/nfws.m3u8$IPV4•线路25
大湾区卫视,http://198.204.228.26/live/nfws.m3u8$IPV4•线路26
大湾区卫视,http://183.57.249.188:8183/tsfile/live/1002_1.m3u8$IPV4•线路27
大湾区卫视,http://go.bkpcp.top/mg/gddwq$IPV4•线路28
大湾区卫视,http://148.135.93.213/live.php?id=大湾区卫视$IPV4•线路29
大湾区卫视,http://ali.hlspull.yximgs.com/live/b027460e580a463cb7e44eebexcvhnddggdfsdg.flv$IPV4•线路30
大湾区卫视,http://tvbox6.icu/tv/dwqws.m3u8$IPV4•线路31
大湾区卫视,http://113.95.132.166:554/rtp/239.77.0.215:5146$IPV4•线路32
大湾区卫视,http://183.30.201.121:10002/rtp/239.77.0.215:5146$IPV4•线路33
大湾区卫视,http://58.63.66.57:8888/rtp/239.77.0.215:5146$IPV4•线路34
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8$IPV4•线路35
大湾区卫视,http://183.11.239.36:808/hls/132/index.m3u8$IPV4•线路36
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8$IPV4•线路37
大湾区卫视,http://t.061899.xyz/tl/dq.php?id=dwqws$IPV4•线路38
大湾区卫视,http://115.29.208.41:34567/gd.php?id=51$IPV4•线路39
大湾区卫视,http://115.29.208.41:34567/gd.php?id=1197$IPV4•线路40
大湾区卫视,https://smart.946985.filegear-sg.me/smart.php?id=nanfang_twn$IPV4•线路41
大湾区卫视,p3p://focus169.org:38902/64261096000de036ee0a4f3b523d603e$IPV4•线路42
大湾区卫视,http://tvtj.jxwltx.com:8003/neimenggu.m3u8$IPV4•线路43
大湾区卫视,http://www.3344.uk:8888/rtp/239.77.0.9:5146$IPV4•线路44
大湾区卫视,http://www.3344.uk:8888/rtp/239.77.1.12:5146$IPV4•线路45
大湾区卫视,http://36.36.200.198:44330/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路46
大湾区卫视,http://74.91.26.218:82/live/nfws.m3u8$IPV4•线路47
🍓┃湾区频道,#genre#
翡翠台,http://cdn6.163189.xyz/163189/fct$IPV4•线路1
翡翠台,http://mytv.cdn.loc.cc/o12.php?id=fct$IPV4•线路2
翡翠台,http://o11.163189.xyz/stream/tvb/fct/$IPV4•线路3
翡翠台,http://o11.163189.xyz/stream/tvb/fct4k/$IPV4•线路4
翡翠台,https://cdn6.163189.xyz/163189/fct4k$IPV4•线路5
翡翠台,https://mytv.cdn.loc.cc/o12.php?id=fct$IPV4•线路6
翡翠台,http://67.220.71.199:2347/livehttpplay?channel_id=30025$IPV4•线路7
翡翠台,http://111.221.137.234:44330/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路8
翡翠台,http://php.jdshipin.com/smt.php?id=Tvbjade$IPV4•线路9
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct$IPV4•线路10
翡翠台,http://r.jdshipin.com/62WM7$IPV4•线路11
翡翠台,http://r.jdshipin.com/qrfbg$IPV4•线路12
翡翠台,http://hls.168.us.kg/u/81/master.m3u8$IPV4•线路13
翡翠台,http://tl.061833.xyz/tl/null$IPV4•线路14
翡翠台,http://r.jdshipin.com/qClQf$IPV4•线路15
翡翠台,http://r.jdshipin.com/n90gt$IPV4•线路16
翡翠台,http://r.jdshipin.com/GeWKr$IPV4•线路17
翡翠台,http://api.kkitv.itv888.vip:8080/streams/91wc8xdtj8/index.m3u8$IPV4•线路18
翡翠台,http://iptv.4666888.xyz/iptv2A.php?id=34$IPV4•线路19
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4$IPV4•线路20
翡翠台,https://smart.946985.filegear-sg.me/smart.php?id=jade_twn$IPV4•线路21
翡翠台,https://smart.946985.filegear-sg.me/smart.php?id=Jade_xue$IPV4•线路22
翡翠台,http://mytv.veryfast.filegear-sg.me/hls/fct/playlist.m3u8$IPV4•线路23
翡翠台,https://o11.163189.xyz/stream/tvb/fct4k/$IPV4•线路24
翡翠台,http://rihou.cc:555/tv/[Pd]无线翡翠$IPV4•线路25
翡翠台,https://migu.188766.xyz/?migutoken=fab294f829b1591c0264f239567ce461&id=hk_fct&type=dy$IPV4•线路26
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn$IPV4•线路27
翡翠台,http://bxtv.3a.ink/api.php?id=fct$IPV4•线路28
翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8$IPV4•线路29
凤凰中文,http://61.184.46.85:85/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路1
凤凰中文,http://iptv.4666888.xyz/iptv2A.php?id=27$IPV4•线路2
凤凰中文,http://cdn6.163189.xyz/163189/fhzw$IPV4•线路3
凤凰中文,http://feilong123.vip/409990236/hktv.php?id=3$IPV4•线路4
凤凰中文,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUWdJdT-WvPAhPYAjqDDKUkgBhqPU05spvygdOQVMR-49HfUHqoz3BWysXpY3IcoxaskiJ6HCxNUFEGBHN7J9cHwJfR5qJYrfvRgFxEFVGK3M4e6U8zBBcXQ62XaSa7kUQZiYq5vbmVseM-xEImPe5pGROKnFK232_zwhQVcDCWqJ8GlcYI2uYcWREAj3tlSyt6pugIwt_wjsXByc9jMtMyw.m3u8?u=1756878715$IPV4•线路5
凤凰中文,http://k.061899.xyz/k.php?id=fhzw$IPV4•线路6
凤凰中文,http://223.95.198.3:8000/hls/20/index.m3u8$IPV4•线路7
