更新日期,#genre#
CCTV3,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1603_7500.m3u8$IPV6•线路2
CCTV4,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1004.m3u8$IPV6•线路1
CCTV4,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1604.m3u8$IPV6•线路2
CCTV5,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1005.m3u8$IPV6•线路1
CCTV5,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1605_7500.m3u8$IPV6•线路2
CCTV5+,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1403_7500.m3u8$IPV6
CCTV6,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1006.m3u8$IPV6•线路1
CCTV6,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1606_7500.m3u8$IPV6•线路2
CCTV7,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1007.m3u8$IPV6•线路1
CCTV7,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1607.m3u8$IPV6•线路2
CCTV8,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1008.m3u8$IPV6•线路1
CCTV8,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1608_7500.m3u8$IPV6•线路2
CCTV9,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1009.m3u8$IPV6•线路1
CCTV9,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1609.m3u8$IPV6•线路2
CCTV10,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1010.m3u8$IPV6•线路1
CCTV10,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1610_7500.m3u8$IPV6•线路2
CCTV11,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1011.m3u8$IPV6•线路1
CCTV11,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1611_7500.m3u8$IPV6•线路2
CCTV12,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1012.m3u8$IPV6•线路1
CCTV12,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1612.m3u8$IPV6•线路2
CCTV13,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1013.m3u8$IPV6•线路1
CCTV13,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1613.m3u8$IPV6•线路2
CCTV14,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1014.m3u8$IPV6•线路1
CCTV14,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1614_7500.m3u8$IPV6•线路2
CCTV15,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1015.m3u8$IPV6•线路1
CCTV15,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1615.m3u8$IPV6•线路2
CCTV16,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1617.m3u8$IPV6
CCTV17,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1019.m3u8$IPV6•线路1
CCTV17,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1616.m3u8$IPV6•线路2
CETV1,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1233.m3u8$IPV6
CETV4,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1279.m3u8$IPV6
🐻┃卫视频道,#genre#
浙江卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1204.m3u8$IPV6•线路1
浙江卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1409.m3u8$IPV6•线路2
湖南卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1203.m3u8$IPV6•线路1
湖南卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1408.m3u8$IPV6•线路2
东方卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1201.m3u8$IPV6•线路1
东方卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1406_7500.m3u8$IPV6•线路2
江苏卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1205.m3u8$IPV6•线路1
江苏卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1410_7500.m3u8$IPV6•线路2
山东卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1208.m3u8$IPV6•线路1
山东卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1416.m3u8$IPV6•线路2
北京卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1202.m3u8$IPV6•线路1
北京卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1407_7500.m3u8$IPV6•线路2
安徽卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1206.m3u8$IPV6•线路1
安徽卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1418.m3u8$IPV6•线路2
重庆卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1425.m3u8$IPV6•线路1
重庆卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1237.m3u8$IPV6•线路2
四川卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1210.m3u8$IPV6•线路1
四川卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1424.m3u8$IPV6•线路2
东南卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1427_7500.m3u8$IPV6•线路1
东南卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1244.m3u8$IPV6•线路2
深圳卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1405_7500.m3u8$IPV6•线路1
深圳卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1234.m3u8$IPV6•线路2
广东卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1401.m3u8$IPV6•线路1
广东卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/3460.m3u8$IPV6•线路2
广东卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1213.m3u8$IPV6•线路3
广西卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1444_7500.m3u8$IPV6•线路1
广西卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1209.m3u8$IPV6•线路2
甘肃卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1462.m3u8$IPV6•线路1
甘肃卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1236.m3u8$IPV6•线路2
贵州卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1423.m3u8$IPV6•线路1
贵州卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1240.m3u8$IPV6•线路2
河北卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1426.m3u8$IPV6•线路1
河北卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1247.m3u8$IPV6•线路2
河南卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1430.m3u8$IPV6•线路1
河南卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1243.m3u8$IPV6•线路2
黑龙江卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1411.m3u8$IPV6•线路1
黑龙江卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1235.m3u8$IPV6•线路2
湖北卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1417_7500.m3u8$IPV6•线路1
湖北卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1250.m3u8$IPV6•线路2
江西卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1211.m3u8$IPV6•线路1
江西卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1428.m3u8$IPV6•线路2
吉林卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1438.m3u8$IPV6•线路1
吉林卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1226.m3u8$IPV6•线路2
内蒙古卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1238.m3u8$IPV6
辽宁卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1414_7500.m3u8$IPV6•线路1
辽宁卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1245.m3u8$IPV6•线路2
宁夏卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1467.m3u8$IPV6•线路1
宁夏卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1242.m3u8$IPV6•线路2
青海卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1251.m3u8$IPV6
天津卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1207.m3u8$IPV6•线路1
天津卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1415_7500.m3u8$IPV6•线路2
海南卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1451.m3u8$IPV6•线路1
海南卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1254.m3u8$IPV6•线路2
新疆卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1465_7500.m3u8$IPV6•线路1
新疆卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1241.m3u8$IPV6•线路2
云南卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1239.m3u8$IPV6
西藏卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1466.m3u8$IPV6•线路1
西藏卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1252.m3u8$IPV6•线路2
兵团卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1468.m3u8$IPV6•线路1
兵团卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1249.m3u8$IPV6•线路2
三沙卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1229.m3u8$IPV6•线路1
三沙卫视,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1453.m3u8$IPV6•线路2
🐶┃咪咕频道,#genre#
🐟┃少儿频道,#genre#
卡酷少儿,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1464.m3u8$IPV6
动漫秀场,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1901.m3u8$IPV6•线路1
动漫秀场,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1713.m3u8$IPV6•线路2
哈哈炫动,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1258.m3u8$IPV6
金鹰卡通,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1257.m3u8$IPV6
广东少儿,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1457_7500.m3u8$IPV6•线路1
广东少儿,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1212.m3u8$IPV6•线路2
🐶┃影视频道,#genre#
CHC动作电影,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1523.m3u8$IPV6•线路1
CHC动作电影,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1719.m3u8$IPV6•线路2
CHC家庭影院,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1524.m3u8$IPV6•线路1
CHC家庭影院,http://[2605:6400:20:e33:19c6:b2fe:332b:d62d]:9090/live/1718.m3u8$IPV6•线路2

