
赛事咪咕,#genre#
咪咕直播 𝟙𝟡「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000010000009788/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000009788&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟘「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000010000010833/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000010833&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟙「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000010000011297/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011297&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟚「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000010000011518/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011518&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟛「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000010000012558/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012558&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟜「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000010000012616/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012616&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟝「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000010000015470/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015470&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟞「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000010000015560/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015560&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟟「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000010000017678/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000017678&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟠「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000010000019839/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟡「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000010000021904/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000021904&livemode=1&stbId=YanG-1989
咪咕直播 𝟛𝟘「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000010000023434/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000023434&livemode=1&stbId=YanG-1989
咪咕直播 𝟛𝟙「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000010000025380/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000025380&livemode=1&stbId=YanG-1989
咪咕直播 𝟛𝟚「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000010000027691/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000027691&livemode=1&stbId=YanG-1989
咪咕直播 𝟛𝟛「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000010000031669/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000031669&livemode=1&stbId=YanG-1989
咪咕直播 𝟛𝟜「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000020000011518/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011518&livemode=1&stbId=YanG-1989
咪咕直播 𝟛𝟝「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000020000011519/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011519&livemode=1&stbId=YanG-1989
咪咕直播 𝟛𝟞「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000020000011520/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011520&livemode=1&stbId=YanG-1989
咪咕直播 𝟛𝟟「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000020000011521/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011521&livemode=1&stbId=YanG-1989
咪咕直播38「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000020000011522/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011522&livemode=1&stbId=YanG-1989
赛事咪视界4k,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000005180&/PLTV/&$32M UHD
赛事至臻视界,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000015686&/PLTV/&$32M UHD

央卫咪咕,#genre#
CCTV-01咪咕,http://go.bkpcp.top/mg/cctv1
CCTV-02咪咕,http://go.bkpcp.top/mg/cctv2
CCTV-03咪咕,http://go.bkpcp.top/mg/cctv3
CCTV-04咪咕,http://go.bkpcp.top/mg/cctv4
CCTV-05咪咕,http://go.bkpcp.top/mg/cctv5
CCTV-5+咪咕,http://go.bkpcp.top/mg/cctv5p
CCTV-06咪咕,http://go.bkpcp.top/mg/cctv6
CCTV-07咪咕,http://go.bkpcp.top/mg/cctv7
CCTV-08咪咕,http://go.bkpcp.top/mg/cctv8
CCTV-09咪咕,http://go.bkpcp.top/mg/cctv9
CCTV-10咪咕,http://go.bkpcp.top/mg/cctv10
CCTV-11咪咕,http://go.bkpcp.top/mg/cctv11
CCTV-12咪咕,http://go.bkpcp.top/mg/cctv12
CCTV-13咪咕,http://go.bkpcp.top/mg/cctv13
CCTV-14咪咕,http://go.bkpcp.top/mg/cctv14
CCTV-15咪咕,http://go.bkpcp.top/mg/cctv15
CCTV-16咪咕,http://go.bkpcp.top/mg/cctv16
CCTV-17咪咕,http://go.bkpcp.top/mg/cctv17
cct4欧洲咪咕,http://go.bkpcp.top/mg/cctv4o
cct4美洲咪咕,http://go.bkpcp.top/mg/cctv4m
CGTN-西咪咕,http://go.bkpcp.top/mg/cgtne
CGTN-阿咪咕,http://go.bkpcp.top/mg/cgtna
CGTN-法咪咕,http://go.bkpcp.top/mg/cgtnf
北京卫视咪咕,http://go.bkpcp.top/mg/bjws
东方卫视咪咕,http://go.bkpcp.top/mg/dfws
浙江卫视咪咕,http://go.bkpcp.top/mg/zjws
江苏卫视咪咕,http://go.bkpcp.top/mg/jsws
湖南卫视咪咕,http://go.bkpcp.top/mg/hunws
广东卫视咪咕,http://go.bkpcp.top/mg/gdws
深圳卫视咪4k,http://go.bkpcp.top/mg/szws
山东卫视咪咕,http://go.bkpcp.top/mg/sdws
河南卫视咪咕,http://go.bkpcp.top/mg/hnws
江西卫视咪咕,http://go.bkpcp.top/mg/jxws
湖北卫视咪咕,http://go.bkpcp.top/mg/hubws
海南卫视咪咕,http://go.bkpcp.top/mg/hinws
陕西卫视咪咕,http://go.bkpcp.top/mg/sxws
兵团卫视咪咕,http://go.bkpcp.top/mg/btws
黑龙江视咪咕,http://go.bkpcp.top/mg/hljws
CCTV-01咪咕,http://j.s.bkpcp.top/jj/cctv1
CCTV-02咪咕,http://j.s.bkpcp.top/jj/cctv2
CCTV-03咪咕,http://j.s.bkpcp.top/jj/cctv3
CCTV-04咪咕,http://j.s.bkpcp.top/jj/cctv4
CCTV-05咪咕,http://j.s.bkpcp.top/jj/cctv5
CCTV-5+咪咕,http://j.s.bkpcp.top/jj/cctv5p
CCTV-06咪咕,http://j.s.bkpcp.top/jj/cctv6
CCTV-07咪咕,http://j.s.bkpcp.top/jj/cctv7
CCTV-08咪咕,http://j.s.bkpcp.top/jj/cctv8
CCTV-09咪咕,http://j.s.bkpcp.top/jj/cctv9
CCTV-10咪咕,http://j.s.bkpcp.top/jj/cctv10
CCTV-11咪咕,http://j.s.bkpcp.top/jj/cctv11
CCTV-12咪咕,http://j.s.bkpcp.top/jj/cctv12
CCTV-13咪咕,http://j.s.bkpcp.top/jj/cctv13
CCTV-14咪咕,http://j.s.bkpcp.top/jj/cctv14
CCTV-15咪咕,http://j.s.bkpcp.top/jj/cctv15
CCTV-16咪咕,http://j.s.bkpcp.top/jj/cctv16
CCTV-17咪咕,http://j.s.bkpcp.top/jj/cctv17
cct4欧洲咪咕,http://j.s.bkpcp.top/jj/cctv4o
cct4美洲咪咕,http://j.s.bkpcp.top/jj/cctv4m
CGTN-西咪咕,http://j.s.bkpcp.top/jj/cgtne
CGTN-阿咪咕,http://j.s.bkpcp.top/jj/cgtna
CGTN-法咪咕,http://j.s.bkpcp.top/jj/cgtnf
北京卫视咪咕,http://j.s.bkpcp.top/jj/bjws
东方卫视咪咕,http://j.s.bkpcp.top/jj/dfws
浙江卫视咪咕,http://j.s.bkpcp.top/jj/zjws
江苏卫视咪咕,http://j.s.bkpcp.top/jj/jsws
湖南卫视咪咕,http://j.s.bkpcp.top/jj/hunws
广东卫视咪咕,http://j.s.bkpcp.top/jj/gdws
深圳卫视咪4k,http://j.s.bkpcp.top/jj/szws
山东卫视咪咕,http://j.s.bkpcp.top/jj/sdws
河南卫视咪咕,http://j.s.bkpcp.top/jj/hnws
江西卫视咪咕,http://j.s.bkpcp.top/jj/jxws
湖北卫视咪咕,http://j.s.bkpcp.top/jj/hubws
海南卫视咪咕,http://j.s.bkpcp.top/jj/hinws
陕西卫视咪咕,http://j.s.bkpcp.top/jj/sxws
兵团卫视咪咕,http://j.s.bkpcp.top/jj/btws
黑龙江视咪咕,http://j.s.bkpcp.top/jj/hljws
CCTV-01咪咕,http://t.061899.xyz/tl/tl.php?id=cctv1
CCTV-02咪咕,http://t.061899.xyz/tl/tl.php?id=cctv2
CCTV-03咪咕,http://t.061899.xyz/tl/tl.php?id=cctv3
CCTV-04咪咕,http://t.061899.xyz/tl/tl.php?id=cctv4
CCTV-05咪咕,http://t.061899.xyz/tl/tl.php?id=cctv5
CCTV-5+咪咕,http://t.061899.xyz/tl/tl.php?id=cctv5p
CCTV-06咪咕,http://t.061899.xyz/tl/tl.php?id=cctv6
CCTV-07咪咕,http://t.061899.xyz/tl/tl.php?id=cctv7
CCTV-08咪咕,http://t.061899.xyz/tl/tl.php?id=cctv8
CCTV-09咪咕,http://t.061899.xyz/tl/tl.php?id=cctv9
CCTV-10咪咕,http://t.061899.xyz/tl/tl.php?id=cctv10
CCTV-11咪咕,http://t.061899.xyz/tl/tl.php?id=cctv11
CCTV-12咪咕,http://t.061899.xyz/tl/tl.php?id=cctv12
CCTV-13咪咕,http://t.061899.xyz/tl/tl.php?id=cctv13
CCTV-14咪咕,http://t.061899.xyz/tl/tl.php?id=cctv14
CCTV-15咪咕,http://t.061899.xyz/tl/tl.php?id=cctv15
CCTV-16咪咕,http://t.061899.xyz/tl/tl.php?id=cctv16
CCTV-17咪咕,http://t.061899.xyz/tl/tl.php?id=cctv17
北京卫视咪咕,http://t.061899.xyz/tl/tl.php?id=bjws
东方卫视咪咕,http://t.061899.xyz/tl/tl.php?id=dfws
浙江卫视咪咕,http://t.061899.xyz/tl/tl.php?id=zjws
江苏卫视咪咕,http://t.061899.xyz/tl/tl.php?id=jsws
湖南卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hunws
广东卫视咪咕,http://t.061899.xyz/tl/tl.php?id=gdws
深圳卫视咪咕,http://t.061899.xyz/tl/tl.php?id=szws
天津卫视咪咕,http://t.061899.xyz/tl/tl.php?id=tjws
安徽卫视咪咕,http://t.061899.xyz/tl/tl.php?id=ahws
山东卫视咪咕,http://t.061899.xyz/tl/tl.php?id=sdws
山西卫视咪咕,http://t.061899.xyz/tl/tl.php?id=sxiws
辽宁卫视咪咕,http://t.061899.xyz/tl/tl.php?id=lnws
河北卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hbws
河南卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hnws
江西卫视咪咕,http://t.061899.xyz/tl/tl.php?id=jxws
四川卫视咪咕,http://t.061899.xyz/tl/tl.php?id=scws
重庆卫视咪咕,http://t.061899.xyz/tl/tl.php?id=cqws
贵州卫视咪咕,http://t.061899.xyz/tl/tl.php?id=gzws
湖北卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hubws
广西卫视咪咕,http://t.061899.xyz/tl/tl.php?id=gxws
东南卫视咪咕,http://t.061899.xyz/tl/tl.php?id=dnws
海南卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hinws
青海卫视咪咕,http://t.061899.xyz/tl/tl.php?id=qhws
宁夏卫视咪咕,http://t.061899.xyz/tl/tl.php?id=nxws
陕西卫视咪咕,http://t.061899.xyz/tl/tl.php?id=sxws
甘肃卫视咪咕,http://t.061899.xyz/tl/tl.php?id=gsws
新疆卫视咪咕,http://t.061899.xyz/tl/tl.php?id=xjws
吉林卫视咪咕,http://t.061899.xyz/tl/tl.php?id=jlws
西藏卫视咪咕,http://t.061899.xyz/tl/tl.php?id=xzws
内蒙古视咪咕,http://t.061899.xyz/tl/tl.php?id=nmgws
黑龙江视咪咕,http://t.061899.xyz/tl/tl.php?id=hljws

欣赏频道,#genre#

粤语音乐抖播,video://https://live.douyin.com/933732405880
红色老电影播,https://pull-m1.wxlivecdn.com/trtc_1400439699/live_2042840151680647299_wjf521.flv?cdntagname=wjf521&combuf=ctwdpy8rdMGfrFjEAVmN4AvVsJdpQnBWnXPmbOYFLbTGd7MNMDvRUaIAZLtshNAayzQK5%2FyU7IaK4IvOeEh7Unbf6mTWCyYs1cmeGCO8Z98PK50e7yiLOWVbKS4WFbB6PnWnhMSsKtmHJHMT4XAb&expt=&extbuf=Wqmi686ZdMxuN8%2BGUHlxPq2ALzhXGx7KEEnysPsLIikHWLMWuCIhpn1PB4ymM8Qy%2FJn4QHfJ4%2BeVaUUlfhJkYv0F35nm%2Fl3vlBMCuy3fincQPmkB9ktRGzUHlpC%2Bs6njcbwqSZh0ImNsX%2FhHQVsss5uVvNG8KWl5SeAq4mejRjtlOh2gP%2BntF4YLbSiYZpzhvJn6v14oRrOze8Ukh2c%3D&gid=0&openid=CBC3D5463CE022EF0282B5300BFAA346&q=4≻=4&sv=1&txSecret=4cead65bc0a288509681d1f717bb7708&txTime=68F99446&vcodec=2&wu=1&wxns=1&wxtoken=0ec9e5a529131b85918551aa2ad238a4
延时13秒,https://pull-m1.wxlivecdn.com/trtc_1400419933/orig_2078869087905419338_jf430.flv?cdntagname=jf430&combuf=lvU2efUFuS962QAgkGmaiZuyPL2AdsMjzwCH%2FNSgAronf2%2FsXUsQwHLxcXd08kJ5XENysCiJIHM2%2FAOzQSImpVy1GwYHjPgmm%2BSiD5rVz6iam7WNt2igN%2FwVloIBoSmiH%2FI8%2B8rLbgHH%2Borzw1hQS%2FTeP9UuQodJX%2BiqLpjBW6OeIY7Q2%2F2QPi0RTJlgfPqYEph08fGjvl7alG223ExQFwrnmsVaV8vM52hdZ8i9Y3GjnMGiJhmvDFa4ycMS&expt=&extbuf=nmuDc2HElBiTU9nvGDpqAr6Ut2pkpb93dv4xnuw81%2FuzyYlFjr%2Fa7pcYbt5Ux1jXrlP18dTMrreOrYIjBBLrdeGjRyJ34pYbVB%2BGHkyiN1uxnAMJs130KiP5AYE32VKS2dQfhEvl2v6P7GZNlh3wp75v64%2BRZM0kaJfbQ%2F74QBF2%2FLvrGWjvHQretJqo09SRVaS2qihbs4E%2BqHXthjg%3D&gid=0&openid=39CB64E4DA8DA09BD0C776EF67C7E633&q=4≻=4&sv=2&txSecret=b30baf69b1b1a2fd898e31fc39ac2658&txTime=68F97D01&vcodec=1&wu=1&wxns=1&wxtoken=d8f5c9fef9f0befbbc92c6c56ea62782
Plus综合实时,http://vallest.uk/livehttpplay?channel_id=30023
凤凰中文实时,http://vallest.uk/livehttpplay?channel_id=30014
凤凰资讯实时,http://vallest.uk/livehttpplay?channel_id=30015
凤凰香港实时,http://vallest.uk/livehttpplay?channel_id=30016
中天新闻实时,rtmp://hc.siqianginfo.com/live/yifatv-ztxw01
有线新闻实时,http://hls.168.us.kg/u/78/master.m3u8
无线新闻实时,http://vallest.uk/livehttpplay?channel_id=30024
有线综合实时,http://vallest.uk/livehttpplay?channel_id=20152
无线翡翠实时,http://vallest.uk/livehttpplay?channel_id=20124
无线明珠实时,http://vallest.uk/livehttpplay?channel_id=30026
VIUTV粤实时,http://vallest.uk/livehttpplay?channel_id=30032
VIUTV英实时,http://vallest.uk/livehttpplay?channel_id=30033
RTHK-31实时,http://vallest.uk/livehttpplay?channel_id=30066
RTHK-32实时,http://vallest.uk/livehttpplay?channel_id=30067

Plus综合风云,http://iptv.4666888.xyz/iptv2A.php?id=TVBPLUS
凤凰中文风云,http://iptv.4666888.xyz/iptv2A.php?id=凤凰中文
凤凰资讯风云,http://iptv.4666888.xyz/iptv2A.php?id=凤凰资讯
凤凰香港风云,http://iptv.4666888.xyz/iptv2A.php?id=凤凰香港
中天新闻风云,http://iptv.4666888.xyz/iptv2A.php?id=中天新闻
中天新闻风云,rtmp://hc.siqianginfo.com/live/yifatv-ztxw01
中天新闻加云,rtmp://hc.siqianginfo.com/live/yifatv-ztxw02
有线新闻风云,http://hls.168.us.kg/u/78/master.m3u8
无线新闻风云,http://erp.giihgtidg.com:8080/live/wxxw01.m3u8
Now新闻风云,http://iptv.4666888.xyz/iptv2A.php?id=NOW新闻
有线综合风云,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv2
无线翡翠风云,http://erp.giihgtidg.com:8080/live/jade01.m3u8
无线翡翠风云,http://iptv.4666888.xyz/iptv2A.php?id=TVB翡翠
无线明珠风云,http://iptv.4666888.xyz/iptv2A.php?id=TVB明珠
无线千禧风云,http://iptv.4666888.xyz/iptv2A.php?id=TVB千禧经典
无线一台风云,http://iptv.4666888.xyz/iptv2A.php?id=TVB1
无线综台风云,http://iptv.4666888.xyz/iptv2A.php?id=TVBJ1
VIUTV'粤风云,http://iptv.4666888.xyz/iptv2A.php?id=VIUTV
tvbs台剧风云,http://iptv.4666888.xyz/iptv2A.php?id=TVBS台剧
三立都会风云,http://iptv.4666888.xyz/iptv2A.php?id=综艺玩很大
纬来戏剧风云,http://iptv.4666888.xyz/iptv2A.php?id=纬来戏剧
星空卫视风云,http://iptv.4666888.xyz/iptv2A.php?id=星空卫视
重温经典风云,http://iptv.4666888.xyz/iptv2A.php?id=重温经典
八度空间风云,http://iptv.4666888.xyz/iptv2A.php?id=八度空间
爱奇艺频风云,http://iptv.4666888.xyz/iptv2A.php?id=爱奇艺


凤凰中文频高,http://bxtv.3a.ink/api.php?id=fhzw
凤凰资讯频高,http://bxtv.3a.ink/api.php?id=fhzx
凤凰香港频高,http://bxtv.3a.ink/api.php?id=fhhk
凤凰中文频高,http://api.mg.itv888.cn:8080/hls/2f80047f91e/index.m3u8
凤凰资讯频高,http://api.mg.itv888.cn:8080/hls/11ef1dc70d8/index.m3u8
凤凰香港频高,http://api.mg.itv888.cn:8080/hls/e9660dce9a6/index.m3u8
中天新闻频道,http://tlive24.uk/livehttpplay?channel_id=20163
中天新闻频道,http://bxtv.3a.ink/api.php?id=ztxw
有线新闻频道,http://api.mg.itv888.cn:8080/hls/5e12ccd9191/index.m3u8
无线新闻频道,http://api.mg.itv888.cn:8080/hls/e1bb5e8bc4f/index.m3u8
无线新闻频道,http://bxtv.3a.ink/api.php?id=wxxw
Now新闻频道,http://iptv.4666888.xyz/iptv2A.php?id=NOW新闻
Now新闻频道,http://bxtv.3a.ink/api.php?id=now
Now新闻频道,http://cdn.163189.xyz/163189/now
pₒₚc电影频道,http://tl.061833.xyz/tl/popc
pₒₚc电影频道,http://bxtv.3a.ink/api.php?id=popc
pₒₚc电影频流,http://tl.061833.xyz/tl/popc
Plus综合频流,http://tl.061833.xyz/tl/pluse
无线新闻频流,http://tl.061833.xyz/tl/null-11
无线翡翠频流,http://tl.061833.xyz/tl/null
无线明珠频流,http://tl.061833.xyz/tl/null-12
无线娱乐频流,http://tl.061833.xyz/tl/null-14
无线经典频流,http://tl.061833.xyz/tl/null-3
无线综合频流,http://tl.061833.xyz/tl/mytvsuperfree
无线戏曲频流,http://tl.061833.xyz/tl/null-15
无线粤片频流,http://tl.061833.xyz/tl/null-10
无线亚剧频流,http://tl.061833.xyz/tl/null-13 
无线华剧频流,http://tl.061833.xyz/tl/null-4 
无线少儿频流,http://tl.061833.xyz/tl/superkidschannel
无线赛马频流,http://tl.061833.xyz/tl/mytvsuper18 
黄金翡翠频流,http://tl.061833.xyz/tl/null-2 
黄金华剧频流,http://tl.061833.xyz/tl/null-9
天映经典频流,http://tl.061833.xyz/tl/null-1
国家地理频流,http://tl.061833.xyz/tl/lovenaturehd  
美亚电影频流,http://tl.061833.xyz/tl/null-5
中国电影频流,http://tl.061833.xyz/tl/null-6
AXN电影频流,http://tl.061833.xyz/tl/axn
KIX_韩综频流,http://tl.061833.xyz/tl/kix
ANIMAX'频流,http://tl.061833.xyz/tl/animax
rock娱乐频流,http://tl.061833.xyz/tl/rockaction
rock综艺频流,http://tl.061833.xyz/tl/rock
Nick儿童频流,http://tl.061833.xyz/tl/nickjr
Nick少儿频流,http://tl.061833.xyz/tl/nickelodeon
ZooMoo'频流,http://tl.061833.xyz/tl/zoomoo
广东珠江频道,http://tcl33.xrk.top:8086/hls/47/index.m3u8
广东体育频道,http://tcl33.xrk.top:8086/hls/42/index.m3u8
广东民生频道,http://tcl33.xrk.top:8086/hls/39/index.m3u8
广东影视频道,http://tcl33.xrk.top:8086/hls/46/index.m3u8
广东湾区频道,http://tcl33.xrk.top:8086/hls/29/index.m3u8
广东少儿频道,http://tcl33.xrk.top:8086/hls/40/index.m3u8
广东珠江频道,http://m.061899.xyz/mg/gdzj
广东体育频道,http://m.061899.xyz/mg/gdty
广东民生频道,http://m.061899.xyz/mg/gdms
广东新闻频道,http://m.061899.xyz/mg/gdxw
广东珠江频道,http://bxtv.3a.ink/api.php?id=gdzj
广东体育频道,http://bxtv.3a.ink/api.php?id=gdty
无线翡翠频高,http://api.mg.itv888.cn:8080/hls/4bb8922027c/index.m3u8
无线翡翠频高,http://bxtv.3a.ink/api.php?id=fct
无线华丽频标,http://api.mg.itv888.cn:8080/hls/ac8b06eb0c8/index.m3u8
无线功夫频标,http://php.jdshipin.com/PLTV/iptv.php?id=yzwx
M_8新加频标,http://tlive24.uk/livehttpplay?channel_id=10132
Ftv1时代频标,http://tlive24.uk/livehttpplay?channel_id=50208
Ftv2时代频标,http://tlive24.uk/livehttpplay?channel_id=50318
Ftv_城市频标,http://tlive24.uk/livehttpplay?channel_id=40319
博斯无限壹标,http://tlive24.uk/livehttpplay?channel_id=42023
博斯无限贰标,http://tlive24.uk/livehttpplay?channel_id=42024
博斯魅力频标,http://tlive24.uk/livehttpplay?channel_id=42025
博斯网球频标,http://tlive24.uk/livehttpplay?channel_id=42026
Plus综合美推,http://hls.168.us.kg/u/82/master.m3u8
有线新闻美推,http://hls.168.us.kg/u/78/master.m3u8
无线新闻美推,http://hls.168.us.kg/u/83/master.m3u8
Now新闻美推,http://hls.168.us.kg/u/332/master.m3u8
无线翡翠美推,http://hls.168.us.kg/u/81/master.m3u8
有线综合美推,http://hls.168.us.kg/u/77/master.m3u8
有线赛讯美推,http://hls.168.us.kg/u/76/master.m3u8
Now财经美推,http://hls.168.us.kg/u/333/master.m3u8
Now直播美推,http://hls.168.us.kg/u/331/master.m3u8
