❀沈阳移动,#genre#
文物宝库,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227095/1.m3u8
梨园频道,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227168/1.m3u8
武术世界,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227170/1.m3u8
茶频道,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227089/1.m3u8
快乐垂钓,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227156/1.m3u8
CCTV-电视指南,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227154/1.m3u8
CCTV-第一剧场,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227144/1.m3u8
CCTV-怀旧剧场,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227079/1.m3u8
CCTV-风云剧场,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227146/1.m3u8
CCTV-风云足球,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227081/1.m3u8
CCTV-风云音乐,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227148/1.m3u8
CCTV-央视台球,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227083/1.m3u8
CCTV-央视文化精品,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227085/1.m3u8
CCTV-世界地理,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227150/1.m3u8
CCTV-兵器科技,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227087/1.m3u8
CCTV-女性时尚,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227152/1.m3u8
CCTV-高尔夫网球,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227077/1.m3u8
西藏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226896/index.m3u8
新疆卫视,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226893/index.m3u8
山东教育,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226816/1.m3u8
CETV1,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226518/1.m3u8
CETV2,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226919/1.m3u8
CETV3,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226631/1.m3u8
CETV4,http://39.134.52.153/PLTV/88888888/224/3221226666/1.m3u8
厦门卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226529/1.m3u8
宁夏卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226587/1.m3u8
兵团卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226602/1.m3u8
延边卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226767/1.m3u8
农林卫视,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226818/1.m3u8
中央新影-老故事,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227091/1.m3u8
国学频道,rtmp://rtmp.tv.stream3.hndt.com/tv/647f9277018410008cf925e200000000?wsSecret=9a23316ee66e918684e097f?wsSecret=21dced1342664b58644ec3bca0808474&wsTime=1749985213
国学频道,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227160/1.m3u8
书画频道,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227158/1.m3u8
先锋乒羽,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227166/1.m3u8
盘锦新闻综合,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227103/1.m3u8
阜新教育,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227182/1.m3u8
咪咕汇4k,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227045/1.m3u8
至臻视界4k,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227053/1.m3u8
北京卫视4K,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227107/1.m3u8
广东卫视4K,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227111/1.m3u8
四川卫视4K,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227243/1.m3u8
湖南卫视4K,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227245/1.m3u8
浙江卫视4K,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227247/1.m3u8
山东卫视4K,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227249/1.m3u8
江苏卫视4K,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227270/1.m3u8
东方卫视4K,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227274/1.m3u8
深圳卫视4K,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227188/1.m3u8
CCTV4K,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227115/1.m3u8
CCTV16-4K,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227113/1.m3u8
咪咕1,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227033/1.m3u8
咪咕2,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227035/1.m3u8
咪咕3,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227037/1.m3u8
咪咕4,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227039/1.m3u8
咪咕5,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227041/1.m3u8
咪咕6,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227043/1.m3u8
咪咕7,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227047/1.m3u8
咪咕8,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227049/1.m3u8
咪咕9,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227051/1.m3u8
咪咕10,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227055/1.m3u8
咪咕11,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227057/1.m3u8
咪咕12,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227059/1.m3u8
咪咕13,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227061/1.m3u8
咪咕14,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227098/1.m3u8
咪咕15,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227100/1.m3u8
咪咕16,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227104/1.m3u8
咪咕17,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227102/1.m3u8
咪咕18,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227106/1.m3u8
咪咕19,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227108/1.m3u8
咪咕20,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227110/1.m3u8
咪咕21,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227112/1.m3u8
咪咕22,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227114/1.m3u8
咪咕23,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227116/1.m3u8
咪咕24,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227120/1.m3u8
咪咕25,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227118/1.m3u8
咪咕26,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227122/1.m3u8
咪咕27,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227124/1.m3u8
咪咕28,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221227029/1.m3u8
咪咕29,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226901/1.m3u8
咪咕30,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226899/1.m3u8
咪咕31,http://39.134.52.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221226956/1.m3u8




❀营口移动,#genre#
CCTV1,http://39.135.126.163:6610/PLTV/11/224/3221226721/index.m3u8?rrsip=ltcottcdnfh.ln.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10500006273313%2C120.200.184.131%2C20210219142835%2Cliaoningstv%2C10001003874666%2C-1%2C0%2C1%2C-1%2C%2C2%2CYDTV%2C%2C%2C2%2C%2CEND&GuardEncType=2⁢=H4sIAAAAAAAAAEWNQQrCMBREb5NlsEV0lVVFECQKrW5lTH6_pWlTk1rw9ppScTczvMeMAYYOOyUiPbVXuTBwrulZe5vma1ncsm0u843MZLZaiyrxewdWqxnVr-5O4e-VFKbGkLKxlhOiBHMgxtj4Xp4d3pfgFkRQ9fseU6gQ21QeiIXvBgSyR88zo2q4SGKAacGk0dHinIL9nn8AvaBxqcQAAAA&IASHttpSessionId=RR424120210219062835472187
CCTV2,http://39.135.126.163:6610/PLTV/11/224/3221226711/index.m3u8?rrsip=ltcottcdnfh.ln.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10500006273313%2C120.200.184.131%2C20210219142835%2Cliaoningstv%2C10001003874666%2C-1%2C0%2C1%2C-1%2C%2C2%2CYDTV%2C%2C%2C2%2C%2CEND&GuardEncType=2⁢=H4sIAAAAAAAAAEWNQQrCMBREb5NlsEV0lVVFECQKrW5lTH6_pWlTk1rw9ppScTczvMeMAYYOOyUiPbVXuTBwrulZe5vma1ncsm0u843MZLZaiyrxewdWqxnVr-5O4e-VFKbGkLKxlhOiBHMgxtj4Xp4d3pfgFkRQ9fseU6gQ21QeiIXvBgSyR88zo2q4SGKAacGk0dHinIL9nn8AvaBxqcQAAAA&IASHttpSessionId=RR424120210219062835472187
CCTV3,http://39.135.126.163:6610/PLTV/11/224/3221227215/index.m3u8?rrsip=ltcottcdnfh.ln.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10500006273313%2C120.200.184.131%2C20210219142835%2Cliaoningstv%2C10001003874666%2C-1%2C0%2C1%2C-1%2C%2C2%2CYDTV%2C%2C%2C2%2C%2CEND&GuardEncType=2⁢=H4sIAAAAAAAAAEWNQQrCMBREb5NlsEV0lVVFECQKrW5lTH6_pWlTk1rw9ppScTczvMeMAYYOOyUiPbVXuTBwrulZe5vma1ncsm0u843MZLZaiyrxewdWqxnVr-5O4e-VFKbGkLKxlhOiBHMgxtj4Xp4d3pfgFkRQ9fseU6gQ21QeiIXvBgSyR88zo2q4SGKAacGk0dHinIL9nn8AvaBxqcQAAAA&IASHttpSessionId=RR424120210219062835472187
CCTV4,http://39.135.126.163:6610/PLTV/11/224/3221226899/index.m3u8?rrsip=ltcottcdnfh.ln.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10500006273313%2C120.200.184.131%2C20210219142835%2Cliaoningstv%2C10001003874666%2C-1%2C0%2C1%2C-1%2C%2C2%2CYDTV%2C%2C%2C2%2C%2CEND&GuardEncType=2⁢=H4sIAAAAAAAAAEWNQQrCMBREb5NlsEV0lVVFECQKrW5lTH6_pWlTk1rw9ppScTczvMeMAYYOOyUiPbVXuTBwrulZe5vma1ncsm0u843MZLZaiyrxewdWqxnVr-5O4e-VFKbGkLKxlhOiBHMgxtj4Xp4d3pfgFkRQ9fseU6gQ21QeiIXvBgSyR88zo2q4SGKAacGk0dHinIL9nn8AvaBxqcQAAAA&IASHttpSessionId=RR424120210219062835472187
CCTV5,http://39.135.126.163:6610/PLTV/11/224/3221227218/index.m3u8?rrsip=ltcottcdnfh.ln.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10500006273313%2C120.200.184.131%2C20210219142835%2Cliaoningstv%2C10001003874666%2C-1%2C0%2C1%2C-1%2C%2C2%2CYDTV%2C%2C%2C2%2C%2CEND&GuardEncType=2⁢=H4sIAAAAAAAAAEWNQQrCMBREb5NlsEV0lVVFECQKrW5lTH6_pWlTk1rw9ppScTczvMeMAYYOOyUiPbVXuTBwrulZe5vma1ncsm0u843MZLZaiyrxewdWqxnVr-5O4e-VFKbGkLKxlhOiBHMgxtj4Xp4d3pfgFkRQ9fseU6gQ21QeiIXvBgSyR88zo2q4SGKAacGk0dHinIL9nn8AvaBxqcQAAAA&IASHttpSessionId=RR424120210219062835472187
CCTV5+,http://39.135.126.163:6610/PLTV/11/224/3221226745/index.m3u8?rrsip=ltcottcdnfh.ln.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10500006273313%2C120.200.184.131%2C20210219142835%2Cliaoningstv%2C10001003874666%2C-1%2C0%2C1%2C-1%2C%2C2%2CYDTV%2C%2C%2C2%2C%2CEND&GuardEncType=2⁢=H4sIAAAAAAAAAEWNQQrCMBREb5NlsEV0lVVFECQKrW5lTH6_pWlTk1rw9ppScTczvMeMAYYOOyUiPbVXuTBwrulZe5vma1ncsm0u843MZLZaiyrxewdWqxnVr-5O4e-VFKbGkLKxlhOiBHMgxtj4Xp4d3pfgFkRQ9fseU6gQ21QeiIXvBgSyR88zo2q4SGKAacGk0dHinIL9nn8AvaBxqcQAAAA&IASHttpSessionId=RR424120210219062835472187
CCTV6,http://39.135.126.163:6610/PLTV/11/224/3221227221/index.m3u8?rrsip=ltcottcdnfh.ln.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10500006273313%2C120.200.184.131%2C20210219142835%2Cliaoningstv%2C10001003874666%2C-1%2C0%2C1%2C-1%2C%2C2%2CYDTV%2C%2C%2C2%2C%2CEND&GuardEncType=2⁢=H4sIAAAAAAAAAEWNQQrCMBREb5NlsEV0lVVFECQKrW5lTH6_pWlTk1rw9ppScTczvMeMAYYOOyUiPbVXuTBwrulZe5vma1ncsm0u843MZLZaiyrxewdWqxnVr-5O4e-VFKbGkLKxlhOiBHMgxtj4Xp4d3pfgFkRQ9fseU6gQ21QeiIXvBgSyR88zo2q4SGKAacGk0dHinIL9nn8AvaBxqcQAAAA&IASHttpSessionId=RR424120210219062835472187
CCTV7,http://39.134.51.147:6410/PLTV/11/224/3221227350/index.m3u8?rrsip=ltcottcdnfh.ln.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10500006273313%2C120.200.184.131%2C20210219141720%2Cxindongman%2C10001003874666%2C-1%2C0%2C1%2C-1%2C%2C2%2CYDTV%2C%2C%2C2%2C%2CEND&GuardEncType=2⁢=H4sIAAAAAAAAAEWNQQrCMBREb5NlsEV0lVVFECQKrW5lTH6_pWlTk1rw9ppScTczvMeMAYYOOyUiPbVXuTBwrulZe5vma1ncsm0u843MZLZaiyrxewdWqxnVr-5O4e-VFKbGkLKxlhOiBHMgxtj4Xp4d3pfgFkRQ9fseU6gQ21QeiIXvBgSyR88zo2q4SGKAacGk0dHinIL9nn8AvaBxqcQAAAA&IASHttpSessionId=RR424620210219061720453209
CCTV8,http://39.135.126.163:6610/PLTV/11/224/3221227325/index.m3u8?rrsip=ltcottcdnfh.ln.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10500006273313%2C120.200.184.131%2C20210219142835%2Cliaoningstv%2C10001003874666%2C-1%2C0%2C1%2C-1%2C%2C2%2CYDTV%2C%2C%2C2%2C%2CEND&GuardEncType=2⁢=H4sIAAAAAAAAAEWNQQrCMBREb5NlsEV0lVVFECQKrW5lTH6_pWlTk1rw9ppScTczvMeMAYYOOyUiPbVXuTBwrulZe5vma1ncsm0u843MZLZaiyrxewdWqxnVr-5O4e-VFKbGkLKxlhOiBHMgxtj4Xp4d3pfgFkRQ9fseU6gQ21QeiIXvBgSyR88zo2q4SGKAacGk0dHinIL9nn8AvaBxqcQAAAA&IASHttpSessionId=RR424120210219062835472187
CCTV9,http://39.135.126.163:6610/PLTV/11/224/3221226734/index.m3u8?rrsip=ltcottcdnfh.ln.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10500006273313%2C120.200.184.131%2C20210219142835%2Cliaoningstv%2C10001003874666%2C-1%2C0%2C1%2C-1%2C%2C2%2CYDTV%2C%2C%2C2%2C%2CEND&GuardEncType=2⁢=H4sIAAAAAAAAAEWNQQrCMBREb5NlsEV0lVVFECQKrW5lTH6_pWlTk1rw9ppScTczvMeMAYYOOyUiPbVXuTBwrulZe5vma1ncsm0u843MZLZaiyrxewdWqxnVr-5O4e-VFKbGkLKxlhOiBHMgxtj4Xp4d3pfgFkRQ9fseU6gQ21QeiIXvBgSyR88zo2q4SGKAacGk0dHinIL9nn8AvaBxqcQAAAA&IASHttpSessionId=RR424120210219062835472187
CCTV10,http://39.135.126.163:6610/PLTV/11/224/3221226702/index.m3u8?rrsip=ltcottcdnfh.ln.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10500006273313%2C120.200.184.131%2C20210219142835%2Cliaoningstv%2C10001003874666%2C-1%2C0%2C1%2C-1%2C%2C2%2CYDTV%2C%2C%2C2%2C%2CEND&GuardEncType=2⁢=H4sIAAAAAAAAAEWNQQrCMBREb5NlsEV0lVVFECQKrW5lTH6_pWlTk1rw9ppScTczvMeMAYYOOyUiPbVXuTBwrulZe5vma1ncsm0u843MZLZaiyrxewdWqxnVr-5O4e-VFKbGkLKxlhOiBHMgxtj4Xp4d3pfgFkRQ9fseU6gQ21QeiIXvBgSyR88zo2q4SGKAacGk0dHinIL9nn8AvaBxqcQAAAA&IASHttpSessionId=RR424120210219062835472187
